index,student_id,full_name,date_of_birth,grade_level,emergency_contact,edad
5320,s06229,glenn herman,2006-12-24,5,310.928.5993,19
5321,s06230,joseph robinson,2019-02-05,4,466-425-0025x3089,6
5322,s06231,corey stone,2018-02-23,5,494-924-9187x126,7
5323,s06232,allison george,2016-04-23,5,+1-644-246-7368x93998,9
5324,s06234,amanda mcdonald,2013-07-15,3,620.606.2011,12
5325,s06235,lisa martin,2018-02-08,1,001-858-329-3758x814,7
5326,s06236,nichole fernandez,2015-12-13,1,(406)366-0970,10
5327,s06237,adam morgan,2016-08-20,5,(493)823-9352x83988,9
5328,s06238,james sanchez,2010-09-10,5,+1-978-995-6837x990,15
5329,s06239,allison wilson,2011-11-18,1,652.476.1105,14
5330,s06241,kristina moore,2018-03-08,4,+1-252-634-9171,7
5331,s06242,jonathan white,2019-02-26,1,(463)325-4872x851,6
5332,s06243,james ward,2014-08-25,4,(886)512-1817x4271,11
5333,s06244,sarah peters,2014-10-09,4,860-991-3572x66246,11
5334,s06245,ronald wright,2018-01-30,5,615.895.5480x5146,7
5335,s06246,thomas martinez,2007-12-18,1,933.748.0895x40103,18
5336,s06247,jason rowe,2014-06-16,5,6819926765,11
5337,s06248,rachel wheeler,2018-01-23,5,690-438-8479,7
5338,s06249,anne cooper,2013-07-06,5,358.375.4979,12
5339,s06251,mr. christopher chen,2012-08-07,1,(208)268-8037x622,13
5340,s06253,mary lee,2009-09-20,4,(971)370-2962x59051,16
5341,s06255,julie hughes,2017-11-07,4,(441)711-6671x69204,8
5342,s06256,chad howard,2014-02-27,4,001-945-647-4211x575,11
5343,s06257,sarah meyer,2018-07-16,1,+1-305-620-6548x617,7
5344,s06258,tammy cox,2016-03-10,2,(901)414-3045,9
5345,s06259,april odonnell,2013-11-10,3,+1-250-921-2567x824,12
5346,s06260,alicia morris,2008-11-26,3,001-323-433-3137x5409,17
5347,s06261,cody gilbert,2017-05-04,4,(455)473-4128x815,8
5348,s06262,maurice levy,2007-01-06,3,(977)786-2375,18
5349,s06263,debra adams,2007-08-23,2,547.407.0663x8732,18
5350,s06264,brittany jackson,2013-04-26,1,422.445.1180,12
5351,s06265,mr. russell nunez jr.,2010-12-08,4,+1-768-281-4153x8641,15
5352,s06266,jeremiah holmes,2016-07-09,5,516.256.6050x0431,9
5353,s06267,michelle smith,2016-06-29,1,(601)868-6006,9
5354,s06268,lisa lowe,2014-10-15,3,605-877-1842x0624,11
5355,s06270,amber brown,2017-10-17,2,744-355-7847x1855,8
5356,s06271,sara wells,2009-10-14,3,+1-488-414-1723x7112,16
5357,s06272,jennifer miller,2010-12-15,1,2823913472,15
5358,s06273,dr. billy stephens,2017-06-07,1,(870)608-5770,8
5359,s06274,james davis,2014-08-02,4,986-235-2898x558,11
5360,s06275,danny herrera,2016-05-17,1,001-273-303-4251x659,9
5361,s06276,paige stanley,2012-06-07,2,965-445-4345x5465,13
5362,s06278,charles schroeder,2010-06-23,4,(737)436-5067x3329,15
5363,s06279,autumn watson,2014-12-30,2,395.324.7139x770,11
5364,s06280,alexandria jones,2016-12-29,5,(696)833-4748x142,9
5365,s06281,kim ward,2007-03-07,3,286.500.8315,18
5366,s06282,thomas reyes,2006-06-05,4,+1-283-419-4905,19
5367,s06283,kyle jackson,2016-08-17,1,778.534.2582x93794,9
5368,s06284,ethan johnson,2007-05-07,3,996-625-9576x6080,18
5369,s06285,lisa mayer,2013-07-28,4,934.588.2038x7768,12
5370,s06287,dennis lopez,2018-09-20,1,001-458-829-8172x81115,7
5371,s06288,kimberly santos,2008-01-11,4,(290)783-1183,17
5372,s06290,sarah reilly,2009-08-03,4,694.693.8524x73025,16
5373,s06291,cody combs,2015-12-23,4,001-881-213-1654x912,10
5374,s06292,hunter barr,2014-02-23,1,349-444-0735x2695,11
5375,s06293,jonathan stephens,2008-04-30,5,001-598-960-6734x254,17
5376,s06294,joseph watson,2014-04-26,3,001-483-294-2239x31926,11
5377,s06295,emily barker,2016-04-15,1,001-700-970-0764x819,9
5378,s06296,andrew roth,2018-08-04,5,576-752-3311x8608,7
5379,s06298,michael jenkins,2014-09-23,2,8298467562,11
5380,s06299,carolyn mendoza,2019-01-22,5,(559)868-0568x9138,6
5381,s06300,nicholas owen,2014-12-14,2,(249)810-8481x4235,11
5382,s06301,emily perez,2010-02-26,3,+1-544-798-9180x492,15
5383,s06302,susan white,2013-06-18,1,001-719-843-9839x33009,12
5384,s06303,brenda tate,2015-08-06,5,001-942-374-6446x9227,10
5385,s06304,heather nelson,2013-04-11,3,001-745-230-2194x546,12
5386,s06305,ryan zuniga,2014-12-07,5,332.629.8854,11
5387,s06306,oscar sanford,2018-07-19,5,729-872-0072x712,7
5388,s06308,zoe gamble,2013-07-21,3,4264041046,12
5389,s06309,allen thompson,2013-09-30,5,(670)740-3573,12
5390,s06310,jennifer silva,2016-07-23,5,827.831.2352x652,9
5391,s06311,alicia cherry,2009-07-02,1,669-866-2212x100,16
5392,s06312,julia mitchell,2016-01-06,4,235.754.4489x7730,9
5393,s06315,julie cook,2013-01-30,3,425-615-1731x06584,12
5394,s06316,charles eaton,2008-07-21,5,774.537.9772,17
5395,s06317,samantha ramirez,2011-08-23,4,515-618-9977x064,14
5396,s06318,carrie wu,2006-07-13,1,(847)543-7391,19
5397,s06319,lawrence casey,2006-09-17,5,+1-701-275-0049,19
5398,s06320,amy cowan,2007-01-09,3,789-909-3313x6977,18
5399,s06321,alexander hoover,2014-06-28,4,001-607-801-9216x722,11
5400,s06322,christopher lewis,2012-05-01,2,243.810.4550x1265,13
5401,s06323,taylor johnson dds,2011-09-06,5,5498164142,14
5402,s06324,marc davis,2018-09-06,2,001-263-218-5119x612,7
5403,s06325,james herring,2008-03-03,5,(305)344-1229,17
5404,s06326,patricia terry,2010-06-17,1,(576)367-4921x64798,15
5405,s06327,joshua ponce,2016-05-06,1,(701)541-3310,9
5406,s06329,brett cisneros,2015-11-13,1,001-908-264-0861x541,10
5407,s06330,colin crosby,2017-08-12,2,238.598.1014x21593,8
5408,s06331,jean jackson,2015-01-17,1,8296641133,10
5409,s06332,william day,2010-10-13,4,972.974.2048,15
5410,s06333,jody stephenson,2008-08-16,5,(246)682-3049x45726,17
5411,s06335,mark bradford,2010-03-27,4,001-929-470-5226x346,15
5412,s06336,mitchell hayes,2006-11-24,4,694.344.5534x902,19
5413,s06337,joel morales,2007-08-30,3,206.555.5098,18
5414,s06338,troy rogers,2014-04-02,2,(506)900-8216,11
5415,s06339,stephanie morgan,2015-08-07,1,+1-884-356-1766x918,10
5416,s06342,kimberly stone,2017-05-04,3,504-371-8508,8
5417,s06344,dr. victoria walton,2018-04-28,5,(654)910-2640x0238,7
5418,s06345,sarah fletcher,2006-07-21,1,(590)886-3767x3769,19
5419,s06346,andrew anderson,2009-07-17,3,(962)521-7246,16
5420,s06347,michael ho,2015-08-02,2,001-885-573-3465,10
5421,s06348,timothy shaw,2007-10-11,4,920-630-1594,18
5422,s06349,katie rasmussen,2016-02-25,3,691.565.5372x862,9
5423,s06350,lawrence miller,2009-04-11,5,837-776-6337x67903,16
5424,s06351,alexander andrews,2009-02-02,2,(931)742-6502,16
5425,s06352,danielle owen,2018-01-05,5,001-702-502-8405,7
5426,s06353,andre collins,2011-05-06,2,001-724-838-8205x182,14
5427,s06354,shannon clark,2010-07-07,5,646.958.3641,15
5428,s06355,raymond schmidt,2008-03-22,3,(854)701-7596x95835,17
5429,s06356,chad hunt,2009-12-03,2,431.791.3367,16
5430,s06357,kathleen foster,2014-04-17,5,433.453.3080x53307,11
5431,s06358,rodney smith,2006-12-08,5,+1-221-207-2475x786,19
5432,s06359,jacqueline campbell,2014-12-31,4,(384)223-6706,11
5433,s06360,jessica clark,2018-05-07,1,699.705.6361x6593,7
5434,s06361,kelli rogers,2015-03-26,4,(813)663-9323x5708,10
5435,s06363,antonio taylor,2008-02-14,5,(876)325-3593,17
5436,s06364,nathan mcdonald,2006-12-25,1,001-819-607-1322x304,19
5437,s06365,shawn hubbard,2013-01-09,5,5729810585,12
5438,s06366,cody fields,2014-02-19,4,411.544.0126,11
5439,s06367,shannon richards,2009-04-22,2,3237953262,16
5440,s06368,haley mckinney,2007-11-21,3,(322)578-4572x42904,18
5441,s06369,daniel white,2006-08-11,5,001-664-912-4512x510,19
5442,s06370,charles hall,2010-10-20,5,655.573.6886x35408,15
5443,s06372,shelly wilson,2009-08-22,5,(803)649-4642,16
5444,s06373,dawn humphrey,2009-07-10,3,001-968-776-3175x67831,16
5445,s06374,tyler anderson,2012-07-14,5,001-669-970-3485x3089,13
5446,s06375,sheri brooks,2017-04-27,4,+1-811-759-5797x168,8
5447,s06376,brenda williams,2012-09-11,4,570.588.0558x6671,13
5448,s06377,justin lopez,2011-11-12,2,914-333-8084x4642,14
5449,s06382,jonathan palmer,2012-01-01,5,001-980-808-8330x88723,13
5450,s06383,andrew huff,2010-05-22,1,+1-488-834-3870x5486,15
5451,s06384,debra harrington,2014-10-26,2,(420)696-8223x578,11
5452,s06385,jesus johnson,2010-11-30,5,749-529-3996,15
5453,s06386,karen evans,2010-08-25,3,001-698-979-3392x1736,15
5454,s06387,kenneth marquez,2009-01-30,1,693.428.7678x904,16
5455,s06388,charles chandler,2008-06-26,4,(790)673-7321,17
5456,s06389,nicole davis,2014-08-03,4,465.393.6603x477,11
5457,s06390,patricia johnson,2010-10-05,1,(548)437-9450x45824,15
5458,s06391,michelle smith,2006-09-27,2,874.606.2682x611,19
5459,s06392,christina miller,2017-05-30,4,001-559-864-6520x1242,8
5460,s06393,nicole gibson,2008-12-31,3,(508)833-0925x13988,17
5461,s06395,jessica kidd,2007-06-29,4,001-855-391-8838x896,18
5462,s06396,patricia brown,2010-05-05,3,(608)630-7348,15
5463,s06397,timothy brooks,2017-10-26,2,+1-403-426-1923,8
5464,s06398,richard hickman,2016-12-23,4,(321)243-6582,9
5465,s06399,richard salinas,2013-02-26,2,(425)326-5420,12
5466,s06400,alexander johnson,2006-11-10,2,9909240854,19
5467,s06401,kevin cook,2014-09-27,1,+1-504-218-5271x88321,11
5468,s06402,marissa berg,2010-07-13,3,(783)647-0582,15
5469,s06404,susan ward,2017-04-20,5,368-271-7059,8
5470,s06405,anne vasquez,2018-10-14,2,001-881-977-3809x544,7
5471,s06406,michelle hutchinson,2011-11-13,5,540-416-0521x34937,14
5472,s06407,robin patterson,2013-07-29,3,(375)603-6706x2585,12
5473,s06409,derek glover,2018-05-20,4,816.561.6468x756,7
5474,s06410,jesse love,2014-10-27,3,889-850-6710,11
5475,s06411,maria faulkner,2015-07-27,2,001-750-475-0919,10
5476,s06412,michelle cook,2014-10-17,3,(765)841-0094x356,11
5477,s06413,sharon peters,2012-04-04,2,414.960.2875x6643,13
5478,s06414,lindsay hughes,2014-01-01,2,001-368-288-9329,11
5479,s06415,cheryl estrada,2013-04-03,5,365-397-0742,12
5480,s06416,paul dyer,2013-09-09,3,261-956-6395,12
5481,s06417,kim osborne,2009-03-23,3,(624)301-1697,16
5482,s06418,samuel bradley,2006-12-07,5,001-620-688-7697x47678,19
5483,s06419,larry moody,2008-04-12,5,(622)418-2557x069,17
5484,s06420,jill mclean,2015-06-07,3,694.664.3876,10
5485,s06421,lindsay rivera,2012-10-15,3,+1-281-522-9582x816,13
5486,s06422,lauren ballard,2014-05-11,5,3988491167,11
5487,s06423,kaitlyn allison,2008-11-28,3,2377623306,17
5488,s06424,james wolfe,2006-05-12,5,+1-368-927-6475,19
5489,s06425,jeremy alvarez,2011-07-08,2,221-706-7611x4364,14
5490,s06426,misty hernandez,2018-07-19,1,600.247.2021,7
5491,s06427,christopher barker,2011-11-25,3,6787389277,14
5492,s06428,andrea brooks,2011-01-13,3,913-552-7008,14
5493,s06429,david scott,2006-10-02,4,+1-330-851-0203x413,19
5494,s06430,john lane,2013-03-26,3,561.262.2032x8859,12
5495,s06431,james frost,2012-07-19,4,+1-586-990-9705x95774,13
5496,s06432,wendy christian,2009-05-31,5,001-952-562-3869x24802,16
5497,s06433,kristin moreno,2013-05-01,1,+1-360-888-9857,12
5498,s06434,rick elliott,2015-05-27,2,001-777-547-9722x818,10
5499,s06435,dr. jennifer richardson md,2013-02-03,5,3422398425,12
5500,s06436,mindy curtis,2019-01-10,2,956-628-8573x82682,6
5501,s06437,alexander miller,2008-05-25,3,(223)369-9775x78957,17
5502,s06438,marisa bender,2013-10-20,5,771-467-7454x90100,12
5503,s06440,emily robinson,2007-12-03,5,+1-575-343-4523x350,18
5504,s06441,matthew lopez,2011-03-14,1,393.891.7265,14
5505,s06443,todd reyes,2007-07-13,3,2098525628,18
5506,s06444,donna sanders,2009-03-17,5,+1-936-816-4931x52552,16
5507,s06445,michael alvarez,2006-05-06,2,339.368.0440,19
5508,s06446,charles romero,2008-02-13,3,+1-708-244-0559x964,17
5509,s06447,bryan floyd,2009-05-18,2,(400)576-1926x2096,16
5510,s06448,karen hayes,2017-08-27,1,549-975-5112x0482,8
5511,s06450,mark santana,2008-06-08,4,3318348572,17
5512,s06451,carly lowe,2018-05-10,3,805.992.3422x98145,7
5513,s06452,christopher todd,2014-08-10,2,001-739-375-5532x555,11
5514,s06453,kelly reyes,2006-06-18,2,722.301.2185,19
5515,s06454,nathan munoz,2017-09-24,5,001-405-379-4591,8
5516,s06455,victor morgan,2016-11-28,5,+1-514-816-4997,9
5517,s06456,margaret diaz,2013-01-13,5,(503)243-3643x03136,12
5518,s06457,lisa soto,2015-07-12,2,+1-397-552-2194,10
5519,s06458,alexander patterson,2014-02-11,2,+1-860-262-7738x070,11
5520,s06459,jerry montoya,2008-02-03,3,626-375-8476,17
5521,s06461,jennifer lane,2015-07-02,5,255.510.7843,10
5522,s06463,monica herring,2010-07-27,4,326-597-6440,15
5523,s06464,theresa miller,2011-12-25,4,(939)792-2182x0074,14
5524,s06465,brittany knight,2009-12-30,4,882-774-7389,16
5525,s06466,james brooks,2006-10-02,3,(286)424-6146x54882,19
5526,s06467,mark stanley,2014-05-23,5,(975)460-1748x15947,11
5527,s06468,robert williams,2017-07-06,3,347-324-0839,8
5528,s06469,kristen avery,2008-04-10,4,(314)494-6600x491,17
5529,s06470,beth robinson,2013-09-23,1,2065887631,12
5530,s06471,matthew charles,2010-06-03,1,+1-523-567-9895,15
5531,s06472,lisa solomon,2009-01-27,2,(495)552-8450,16
5532,s06473,dale riley,2018-11-22,5,4867363642,7
5533,s06474,steven yates,2008-07-26,2,390-258-0818,17
5534,s06475,ryan schneider,2011-05-04,5,001-951-304-2298,14
5535,s06476,stuart robinson,2006-11-20,2,863.701.2225x46907,19
5536,s06478,brenda frye,2014-04-24,3,4799727000,11
5537,s06479,katherine preston,2007-06-21,5,(287)883-5131x429,18
5538,s06480,dale garcia,2007-10-01,1,(232)784-1478x7136,18
5539,s06481,natalie clark,2011-06-09,4,265.650.4425x4113,14
5540,s06482,james garrison,2011-04-13,4,(704)590-2713x539,14
5541,s06484,jacob gonzalez,2006-04-13,3,8937251887,19
5542,s06485,bruce lloyd,2016-07-19,1,(266)454-0378x15037,9
5543,s06486,michael wright,2018-01-02,1,808-796-7325,7
5544,s06487,mary heath,2012-09-08,4,4413601503,13
5545,s06488,monique gray,2014-09-21,1,001-968-487-1372,11
5546,s06489,kyle pugh,2014-02-17,4,(499)618-2316x7962,11
5547,s06490,candice vargas,2014-09-19,5,464-315-7594x527,11
5548,s06492,ricardo sanchez,2014-12-26,3,839-484-1649,11
5549,s06494,carl myers,2012-03-17,1,(654)414-1548x131,13
5550,s06496,kirk pacheco,2010-01-09,4,001-805-982-2995,15
5551,s06497,leah moses,2013-01-30,3,776-676-6141,12
5552,s06498,andrew james,2007-01-06,2,+1-677-833-8149x525,18
5553,s06499,jeffrey brock,2012-06-10,4,836-247-5745x36743,13
5554,s06500,charles singleton,2006-11-30,3,(209)571-2080x7814,19
5555,s06501,lauren beard,2017-05-28,4,498-425-0431,8
5556,s06502,melanie navarro,2015-09-03,4,(391)710-4169,10
5557,s06503,angela jones,2009-02-25,4,610-280-5040,16
5558,s06504,megan short,2010-02-10,1,241.341.8016x418,15
5559,s06505,dawn carter,2018-04-02,1,278.255.6929,7
5560,s06506,heather martinez,2011-09-17,4,696-686-0711x495,14
5561,s06507,brandy mendez,2016-06-30,2,260.341.3528x678,9
5562,s06508,stephanie russell,2006-12-25,3,(736)833-3580,19
5563,s06509,emma lopez,2017-04-23,4,(924)695-9917x13001,8
5564,s06510,kathleen conrad,2017-04-04,3,+1-387-978-1139x1740,8
5565,s06511,eric henry,2012-03-06,5,925-446-4492x79162,13
5566,s06512,angela jones,2014-03-18,4,616.332.1134x344,11
5567,s06513,joshua barnes,2013-02-25,3,+1-593-497-4544x02760,12
5568,s06514,michael harris,2014-05-07,3,(510)759-2368x6353,11
5569,s06515,michael patton,2016-12-25,1,664-333-8597x36757,9
5570,s06516,andrew fleming,2015-03-09,4,804-550-1680x15863,10
5571,s06517,brittney mitchell,2016-03-20,5,+1-906-483-1101x5692,9
5572,s06518,kelly kane,2016-09-26,5,476-882-0207x82955,9
5573,s06519,stephen brooks,2014-03-25,3,443.240.7770,11
5574,s06520,deborah mccoy,2008-07-29,3,(903)620-6424x521,17
5575,s06521,jill wright,2015-09-26,3,001-531-648-2772,10
5576,s06522,mr. jason kim phd,2013-02-07,5,934.681.9621,12
5577,s06523,sandra marks,2013-08-27,4,(834)393-1853x235,12
5578,s06524,richard berry,2007-11-11,3,(249)201-0822,18
5579,s06525,daniel miller,2016-01-27,3,403-809-1836x3449,9
5580,s06526,felicia waters,2013-11-13,1,001-627-226-9654x4747,12
5581,s06527,diana james,2019-02-22,4,342-757-7460,6
5582,s06528,kenneth rodriguez,2015-04-27,2,5827029201,10
5583,s06532,tonya allen,2018-06-02,1,001-433-519-8708x3517,7
5584,s06533,james perkins,2008-10-06,5,(500)477-3886x2401,17
5585,s06534,eric fritz,2011-11-19,3,647.857.8361,14
5586,s06535,richard webb,2010-06-24,3,519.541.4296,15
5587,s06537,jodi lee,2011-06-09,3,001-323-692-4004,14
5588,s06538,justin lopez,2011-07-07,2,001-755-812-9674,14
5589,s06539,robert mckenzie dvm,2010-12-03,2,+1-848-225-9712x13151,15
5590,s06540,william cole,2007-03-26,2,998-973-4613x07231,18
5591,s06541,brandon allen,2011-07-09,3,(728)352-9698x7411,14
5592,s06542,sarah chen,2017-11-07,1,001-917-799-3722,8
5593,s06544,heather thomas,2018-05-04,5,3966128326,7
5594,s06545,kellie meza,2011-04-19,1,951-968-2408x715,14
5595,s06546,kyle craig,2018-06-14,1,(395)541-7479,7
5596,s06547,jon jarvis,2014-03-28,4,594-405-8135x0337,11
5597,s06548,belinda daniels,2008-06-17,2,3929946743,17
5598,s06549,joseph castro,2015-05-22,2,+1-907-599-7818x519,10
5599,s06550,matthew williams,2017-11-13,4,001-439-715-8319,8
5600,s06552,karen freeman,2013-03-23,1,561-805-1757x616,12
5601,s06553,alexandria diaz,2011-07-04,3,(266)780-5839x01979,14
5602,s06554,charles mcmahon,2015-02-24,3,278.384.9388,10
5603,s06556,brittany james,2008-04-16,3,(573)989-9642x7095,17
5604,s06557,wesley brooks,2010-12-12,5,357-819-8449,15
5605,s06558,jo williams,2010-06-17,4,001-946-976-5005x77731,15
5606,s06559,clinton brewer,2011-02-07,5,6907650894,14
5607,s06560,kristina johnson,2006-05-12,4,(938)932-3210x00268,19
5608,s06561,christine mora,2006-08-22,3,231-272-9324x63446,19
5609,s06562,diane welch,2011-06-25,4,376-541-4220x6975,14
5610,s06563,erika marsh,2016-10-24,1,894-949-2429x62648,9
5611,s06564,debra rodriguez,2010-01-25,3,(658)423-9226x7851,15
5612,s06566,abigail carter,2014-12-16,5,001-878-232-1859x793,11
5613,s06567,kimberly rogers,2016-10-07,4,001-377-617-8602x7948,9
5614,s06568,daniel owens,2017-01-21,1,(693)274-0252x0731,8
5615,s06569,william noble,2017-12-06,3,274-546-1977x467,8
5616,s06571,miranda guzman,2007-05-17,2,(633)488-7988,18
5617,s06572,megan pope,2017-04-22,3,802-764-6395x157,8
5618,s06573,julie rodriguez,2011-01-13,5,731.338.1889,14
5619,s06574,amy barnett,2016-06-30,2,911.714.8917,9
5620,s06575,barbara cline,2006-11-17,4,320.761.9793x79610,19
5621,s06576,mrs. maria mcconnell,2016-01-21,1,261-695-0740x42920,9
5622,s06578,casey smith,2006-09-06,2,9756197480,19
5623,s06579,cathy taylor,2012-07-22,1,(324)849-9100x8113,13
5624,s06580,logan phillips,2013-01-30,2,764-956-3804,12
5625,s06581,scott kennedy,2016-05-27,4,001-413-623-7901,9
5626,s06583,brian hernandez,2014-12-06,2,001-629-604-1816x19418,11
5627,s06584,heather anderson,2012-05-26,4,001-945-900-8604,13
5628,s06585,francisco benton,2014-08-04,4,(233)946-9861x19438,11
5629,s06587,crystal acosta,2008-09-25,1,827.334.9654x90927,17
5630,s06588,johnny cummings,2011-08-10,1,+1-835-814-0961x0112,14
5631,s06589,julie jensen,2018-06-27,3,(856)564-2599,7
5632,s06590,pamela villegas,2017-02-13,3,261-391-8351x3450,8
5633,s06591,betty payne,2015-04-14,4,2593137977,10
5634,s06592,dylan harris,2008-04-20,4,713-902-2708,17
5635,s06593,derrick powell,2009-12-24,2,001-888-557-1657x6490,16
5636,s06594,gina pearson,2011-02-16,2,+1-448-816-5418x59848,14
5637,s06595,kevin welch,2008-10-31,5,(289)406-0674,17
5638,s06597,raymond scott,2018-09-13,1,695-693-2484x70364,7
5639,s06599,monica wells,2016-11-24,2,368-998-0245x52527,9
5640,s06600,christina herrera,2015-05-05,4,001-475-419-6075x671,10
5641,s06601,sherry brown,2016-01-24,5,815.934.3954,9
5642,s06603,don harmon,2013-06-11,3,(669)680-7926,12
5643,s06604,christopher anderson,2012-12-06,4,(964)671-1672x2912,13
5644,s06606,matthew martinez,2013-03-05,5,696-716-9123,12
5645,s06607,erin thomas,2007-04-09,2,(908)251-4646x72782,18
5646,s06610,juan thomas,2007-07-31,5,001-342-777-7345x88145,18
5647,s06611,jennifer thomas,2007-10-30,2,499-689-0279x14384,18
5648,s06612,daniel jacobs,2016-10-24,3,522-469-9981x62133,9
5649,s06613,matthew nash,2010-03-15,2,362-553-8092x781,15
5650,s06614,andrew white,2007-03-05,5,(282)668-5285,18
5651,s06615,kelsey ross,2018-11-20,5,(952)461-6117,7
5652,s06616,david lopez,2009-08-27,1,9339028336,16
5653,s06617,christine griffith,2006-05-27,2,(206)569-2191x2417,19
5654,s06618,john becker,2014-09-22,2,295-864-3152x606,11
5655,s06622,stephanie mcdaniel,2007-09-22,2,651.366.9797x67319,18
5656,s06623,jeffrey kent,2013-06-04,3,367.730.1439x070,12
5657,s06624,john perez,2012-09-17,3,(373)737-3773,13
5658,s06625,tony ellis,2008-04-08,2,632-682-9404,17
5659,s06626,laura gonzalez,2012-09-23,5,374-974-0339,13
5660,s06628,wayne middleton,2011-10-02,1,(977)382-3554,14
5661,s06630,brenda davis,2014-05-28,3,526-290-3647x0806,11
5662,s06632,paula daniels,2018-08-11,5,(453)703-7233,7
5663,s06634,joel gutierrez,2015-04-03,3,987.384.3473,10
5664,s06635,gabrielle jones,2018-02-13,2,771-413-1753x3823,7
5665,s06636,kaitlyn good,2013-09-25,3,774.682.0429x704,12
5666,s06637,carl hopkins,2011-12-04,5,001-296-568-6187,14
5667,s06639,aaron hopkins,2017-01-15,3,763.245.2871x4231,8
5668,s06640,kimberly allen,2008-01-17,4,001-722-334-5111x27218,17
5669,s06641,sherri acosta,2006-06-27,1,313.609.1238,19
5670,s06642,amanda moreno,2013-02-03,2,269.319.0361x1083,12
5671,s06643,grace graham,2009-06-07,4,001-243-301-9341x5932,16
5672,s06644,monica burch,2006-10-22,1,001-765-990-8070x1913,19
5673,s06645,william brown,2013-11-16,2,(829)684-7083x79829,12
5674,s06647,jacob turner,2018-01-27,1,466.833.0820x8273,7
5675,s06648,michael shelton,2009-09-08,3,001-984-639-1277x41413,16
5676,s06649,anna fowler,2009-09-25,1,+1-713-759-3768x34062,16
5677,s06650,sue martinez,2010-06-16,2,+1-787-348-7187x114,15
5678,s06651,kyle bailey,2009-11-27,3,562-944-9599x21625,16
5679,s06652,thomas miller,2008-02-05,1,919.534.5019x725,17
5680,s06653,jacqueline warren,2012-11-03,3,001-756-385-9738x01360,13
5681,s06654,daniel torres jr.,2012-08-14,2,614.283.3782x8742,13
5682,s06655,lauren douglas,2018-11-12,1,791-648-4107x0034,7
5683,s06656,brittany brewer,2012-12-15,5,317.845.2979x15295,13
5684,s06658,alejandro miller,2009-11-16,1,456.786.5958x27641,16
5685,s06659,christopher moody,2016-01-05,2,212-571-6005x631,9
5686,s06660,matthew perkins,2011-02-17,2,800-371-8950x470,14
5687,s06661,ashley campbell,2007-12-30,3,307.808.3104x4260,18
5688,s06662,debra douglas,2017-02-05,1,(342)815-1405x5846,8
5689,s06663,anne walker,2009-05-03,5,202.236.0619,16
5690,s06664,steven rose,2009-04-02,2,+1-468-922-3528x76596,16
5691,s06666,jessica perkins,2012-03-07,1,611.714.1267x4132,13
5692,s06667,kevin leon,2014-07-25,1,(340)731-9370,11
5693,s06669,jenna orozco,2008-10-15,2,+1-414-863-9251x7394,17
5694,s06671,joshua hensley,2007-08-03,2,001-708-214-9360,18
5695,s06672,sierra campbell,2011-09-28,5,698-667-2957,14
5696,s06673,bobby clayton,2006-06-14,5,9322603952,19
5697,s06674,tracie andrews,2016-12-27,4,820-678-6024x0886,9
5698,s06675,jennifer flores,2007-01-14,1,001-698-529-3079x4778,18
5699,s06676,jim mcgee,2008-05-02,5,(268)916-1936x585,17
5700,s06677,ryan bailey,2010-06-02,4,955-854-4878,15
5701,s06681,ariana stevens,2009-07-03,1,001-532-893-3273x0249,16
5702,s06682,kenneth gonzales,2007-02-28,3,001-911-256-8652x629,18
5703,s06683,hannah williams,2017-05-08,3,791.361.4507x723,8
5704,s06684,lisa williams,2018-04-03,4,001-317-808-8015x858,7
5705,s06685,sandra clements,2014-06-20,2,(758)421-7915x1329,11
5706,s06686,molly parker,2013-08-12,5,001-702-929-4106x53242,12
5707,s06687,tina dyer,2010-10-14,5,(392)392-5117,15
5708,s06688,ryan blair md,2015-07-31,4,3012253840,10
5709,s06689,rhonda taylor,2015-05-24,3,(523)465-0741,10
5710,s06690,dr. jeffrey malone dds,2018-03-31,4,001-618-287-1644,7
5711,s06691,kristin frederick,2019-03-02,2,738.938.8728x72336,6
5712,s06693,tracy estrada,2014-01-24,4,(507)644-1467,11
5713,s06694,gabriel robinson jr.,2015-11-07,5,6385726110,10
5714,s06695,mark castro,2013-01-20,3,+1-780-791-4846,12
5715,s06696,tonya morales,2009-04-18,5,782-313-1292,16
5716,s06697,angela richards,2011-06-06,5,001-434-895-9773,14
5717,s06698,marc kemp,2016-11-21,1,+1-265-525-7061x7449,9
5718,s06699,andrew watson,2006-12-07,2,(829)679-8686,19
5719,s06700,calvin herman,2007-01-15,4,371.318.1604,18
5720,s06701,yolanda levy,2013-02-19,2,916-604-6711,12
5721,s06702,clinton espinoza,2013-11-05,5,001-464-276-5239x88345,12
5722,s06703,shannon hickman,2008-01-08,1,573-609-1985x309,17
5723,s06704,abigail johns,2014-07-06,1,(360)240-1083x7208,11
5724,s06705,brian lynch,2018-01-02,4,935-786-4207,7
5725,s06706,donna meyers,2015-07-23,2,001-278-920-2416x8191,10
5726,s06707,taylor duncan,2014-07-31,1,5982158449,11
5727,s06708,ronald watson,2009-05-03,3,+1-707-410-1901x637,16
5728,s06710,april harris,2010-07-01,3,518-509-7585x030,15
5729,s06711,thomas marks,2018-08-20,1,440-555-9518,7
5730,s06712,steven brown,2011-02-17,3,001-666-573-9982x508,14
5731,s06713,amber bell,2008-06-05,1,753.946.5747x61310,17
5732,s06714,kaitlyn robinson,2012-08-10,5,743.654.2751x422,13
